x
223613994
8.1891097056734E+17
8.188760143906E+17
8.222156797261E+17
208120290
244255664
25073877
16460682
403638481
2260708669
18169582
34903365
31246649
827703150
21641427
39384517
403045299
464314281
303854168
2500253928
1379572134
3024128425
29442313
25155290
17874544
1379275460
62900756
25127070
2784485730
180509355
2780712590
1692476708
36229547
26017853
2615505235
55619836
83821504
2426127924
14740219
20793816
2391461058
16573941
376502929
397284869
425311350
20998647
747148160
14296548
2245766197
373526339
916735110
613591861
403807707
158414847
1330457336
1339835893
35763425
381574757
50409375
201378956
23459707
262773861
15516354
122157211
14645160
574003306
14687666
78669790
185260477
88119346
200255534
106837463
563196652
147406718
15846407
15342216
9252072
159595308
31498418
383511120
110782268
17999497
10228272
21870081
52422878
14539324
22048008
15485441
89002325
63796828
14964767
14511951
18812572
38531995
18170896
117093671
21255118
455288410
70987052
352947624
22255153
14749606
15224867
16630062
54302687
253852047
19417850
306419892
34828850
343721358
18144581
19611483
113000601
21388284
19697415
34356968
6917742
14075928
20061225
41501555
749863
96511266
7846
299798272
18139619
240700617
14230524
21982720
136983163
137454693
14342564
124244986
14880439
21513978
69196850
15738725
153165669
48525524
42113489
41720858
2800521
2459371
816214
211853572
142949107
14331688
15647676
13055232
14749486
138535741
14325471
194841891
969441
18058609
20436059
66369206
14074515
20060293
13348
917321
93957809
2142731
734493
90698257
112423234
19260958
17629860
783214
139899463
11348282
767396
15582417
169557182
48213807
108605143
930061
8.2221567381212E+17
30313925
8220482
23503181
14505838
65218995
118512466
14116807
62581962
68092966
45886615
18576042
989
64704276
55433162
61021990
59705410
38436919
26487169
15740491
28542671
32632132
14843763
20536157
38146566
30643012
15357904
1242511
6476742
10350
15457097
19783820
9370442
14520651
9567972
9965842
14248353
14413715
14326840
14173315
6017542
2795791
3829151
770726
223613994
8.1891097056734E+17
8.188760143906E+17
8.222156797261E+17
208120290
244255664
25073877
16460682
403638481
2260708669
18169582
34903365
31246649
827703150
21641427
39384517
403045299
464314281
303854168
2500253928
1379572134
3024128425
29442313
25155290
17874544
1379275460
62900756
25127070
2784485730
180509355
2780712590
1692476708
36229547
26017853
2615505235
55619836
83821504
2426127924
14740219
20793816
2391461058
16573941
376502929
397284869
425311350
20998647
747148160
14296548
2245766197
373526339
916735110
613591861
403807707
158414847
1330457336
1339835893
35763425
381574757
50409375
201378956
23459707
262773861
15516354
122157211
14645160
574003306
14687666
78669790
185260477
88119346
200255534
106837463
563196652
147406718
15846407
15342216
9252072
159595308
31498418
383511120
110782268
17999497
10228272
21870081
52422878
14539324
22048008
15485441
89002325
63796828
14964767
14511951
18812572
38531995
18170896
117093671
21255118
455288410
70987052
352947624
22255153
14749606
15224867
16630062
54302687
253852047
19417850
306419892
34828850
343721358
18144581
19611483
113000601
21388284
19697415
34356968
6917742
14075928
20061225
41501555
749863
96511266
7846
299798272
18139619
240700617
14230524
21982720
136983163
137454693
14342564
124244986
14880439
21513978
69196850
15738725
153165669
48525524
42113489
41720858
2800521
2459371
816214
211853572
142949107
14331688
15647676
13055232
14749486
138535741
14325471
194841891
969441
18058609
20436059
66369206
14074515
20060293
13348
917321
93957809
2142731
734493
90698257
112423234
19260958
17629860
783214
139899463
11348282
767396
15582417
169557182
48213807
108605143
930061
8.2221567381212E+17
30313925
8220482
23503181
14505838
65218995
118512466
14116807
62581962
68092966
45886615
18576042
989
64704276
55433162
61021990
59705410
38436919
26487169
15740491
28542671
32632132
14843763
20536157
38146566
30643012
15357904
1242511
6476742
10350
15457097
19783820
9370442
14520651
9567972
9965842
14248353
14413715
14326840
14173315
6017542
2795791
3829151
770726
